State County Code,AQI,ALAND,AWATER,INTPTLAT,INTPTLONG,PCP,TEMP,WIND,Region,Personal income (thousands of dollars),Population (persons),Per capita personal income (dollars),Construction,Manufacturing,Wholesale trade,Retail trade,Information,"Professional scientific and technical services",Administrative and support and waste management and remediation services,Other services (except government and government enterprises),Farm earnings Forestry Fishing Mining Quarrying Oil Gas extraction,Finance Insurance Real estate Rental Leasing,Arts Entertainment Recreation Accommodation Food services,Workers 16 years and over,Car truck or van,Car truck or van-Drove alone,Car truck or van-Carpooled,Public transportation (excluding taxicab),Walked,Bicycle,Taxicab motorcycle or other means,Worked at home,No vehicle available,1 vehicle available,2 vehicles available,3 or more vehicles available,State Code,County Code,AQI Label
13245,42.42465753424658,840008393,11042219,33.361487,-82.074998,38.42,66.1,2.1129526038251383,5.0,7163705.0,201647.0,35526.0,279850.0,621889.0,236385.0,368263.0,133507.0,403809.0,334283.0,228019.0,199.02,347268.0,312349.0,84857.0,90.0,81.8,8.2,2.1,4.3,0.5,1.6,1.5,3.0,29.2,39.6,28.2,13,245,1
13247,49.02083333333334,336205277,5926396,33.652081,-84.02637,35.37,64.1,1.5107505958083836,5.0,2978122.0,89355.0,33329.0,254973.0,343542.0,115894.0,159949.0,98802.0,74895.0,110810.0,70203.0,480.02,130830.0,75204.0,,,,,,,,,,1.6,18.5,42.1,37.8,13,247,1
13261,39.70204081632653,1250171323,25796111,32.042198,-84.20425999999999,38.48,66.7,,5.0,939165.0,30389.0,30905.0,14936.0,50015.0,,41266.0,4643.0,,13796.0,22384.0,10238.02,18462.0,18440.0,,,,,,,,,,,,,,13,261,1
13295,40.25862068965517,1156146017,1672676,34.735827,-85.305385,36.74,61.5,,5.0,2085416.0,67896.0,30715.0,44689.0,239047.0,15267.0,41622.0,3420.0,,22446.0,54847.0,16735.019999999997,40047.0,28275.0,,,,,,,,,,0.4,16.8,40.7,42.1,13,295,1
13303,32.243697478991606,1757188473,15284511,32.971848,-82.798112,33.5,66.0,,5.0,622379.0,20457.0,30424.0,18733.0,35434.0,,22832.0,879.0,10310.0,,13550.0,22846.0,18291.0,,,,,,,,,,,,,,,13,303,0
13319,37.41880341880342,1158541303,12003359,32.804266,-83.175512,33.09,66.6,,5.0,294236.0,9104.0,32319.0,20579.0,15739.0,,3719.0,,,,4369.0,105587.0,,,,,,,,,,,,,,,,13,319,0
15001,148.57650273224044,10433637858,2739470030,19.597764,-155.502443,,,7.743244983606559,8.0,7618924.0,198449.0,38392.0,430210.0,,,376083.0,52395.0,,,208897.0,92349.02,192129.0,,83896.0,86.6,73.9,12.7,1.8,1.8,0.3,1.2,8.2,1.3,18.6,40.2,39.8,15,1,1
15003,30.415300546448087,1555561841,4054927822,21.461365,-158.201974,,,3.669829157024793,8.0,53827889.0,992605.0,54229.0,3353401.0,765192.0,1099749.0,2122866.0,597212.0,2405544.0,1775661.0,1490031.0,133627.0,2534180.0,2762366.0,506094.0,77.7,63.7,14.0,8.7,5.8,0.9,2.8,4.2,4.4,22.8,34.2,38.5,15,3,0
15007,15.245810055865922,1605492336,1674244223,22.012038,-159.705965,,,,8.0,3139390.0,72029.0,43585.0,186747.0,,,172813.0,14912.0,,,93711.0,18479.02,103329.0,,35120.0,87.6,77.8,9.7,1.1,1.6,0.5,1.3,8.0,2.2,12.2,32.6,53.0,15,7,0
15009,23.56830601092896,3008351217,3203291851,20.855930999999998,-156.60155,,,,,,,,,,,,,,,,,,,83602.0,89.0,75.1,14.0,2.5,2.3,0.5,0.7,5.1,1.3,16.6,38.3,43.7,15,9,0
16001,43.472677595628426,2726012203,20852173,43.451477000000004,-116.244376,9.27,53.0,4.277884380494506,7.0,20889528.0,444028.0,47046.0,1256841.0,1898145.0,936044.0,1331447.0,288291.0,1330897.0,904474.0,482419.0,252072.0,1388581.0,634107.0,221182.0,88.9,81.1,7.8,0.3,1.2,1.9,0.7,7.1,1.4,23.6,41.9,33.1,16,1,1
16005,32.560109289617486,2881283705,92111044,42.692921000000005,-112.228982,23.3,46.6,6.684114651376152,7.0,2928660.0,84377.0,34709.0,117366.0,147999.0,67042.0,150915.0,22510.0,74588.0,59068.0,63326.0,12755.02,133227.0,75255.0,35280.0,89.3,79.4,9.8,0.8,2.8,2.0,1.4,3.7,2.2,16.0,39.2,42.7,16,5,0
16009,38.950819672131146,2012070470,18975652,47.218451,-116.633541,35.52,47.6,,7.0,300353.0,9092.0,33035.0,8360.0,38030.0,5668.0,9020.0,2685.0,,1957.0,7500.0,3110.0200000000004,4781.0,,,,,,,,,,,,,,,16,9,0
16013,16.964601769911507,6831452199,44656297,43.394192,-113.955371,20.07,43.5,,7.0,2015554.0,21791.0,92495.0,125632.0,28445.0,16765.0,65524.0,,124064.0,44513.0,,8610.02,73744.0,104454.0,,,,,,,,,,,,,,16,13,0
16015,34.267217630853985,4919835728,19095788,43.987275,-115.71511000000001,27.67,45.2,,7.0,270903.0,7124.0,38027.0,8211.0,2320.0,1573.0,3778.0,,,3129.0,4249.0,4651.0,837.01,10487.0,,,,,,,,,,,,,,16,15,0
16017,24.101092896174865,4488456904,479483844,48.324634,-116.627443,41.59,45.6,3.5470782896174837,7.0,1554830.0,42536.0,36553.0,65274.0,141793.0,10373.0,79886.0,,34215.0,,38806.0,25720.0,36961.0,45727.0,,,,,,,,,,,,,,16,17,0
16019,27.975308641975307,4832780842,88947134,43.395171000000005,-111.62187800000001,24.64,43.3,,7.0,4795456.0,112232.0,42728.0,184193.0,232777.0,187349.0,604414.0,46822.0,168176.0,240663.0,105760.0,47665.02,148157.0,123651.0,49625.0,90.0,82.7,7.3,3.6,1.7,0.3,0.5,3.9,1.3,16.1,40.3,42.3,16,19,0
16023,39.375690607734796,5792016720,5258025,43.685101,-113.177631,15.87,42.7,5.816613947945206,7.0,88734.0,2501.0,35479.0,2284.0,,,1921.0,1165.0,,113323.0,2677.0,9305.02,,1081.01,,,,,,,,,,,,,,16,23,1
16027,40.14754098360656,1521351432,42217311,43.623051000000004,-116.708527,7.72,53.3,,7.0,6203873.0,211698.0,29305.0,387347.0,533932.0,185941.0,330514.0,44846.0,118396.0,122632.0,147319.0,169327.0,136990.0,105813.0,90835.0,91.4,78.8,12.6,0.0,1.6,0.7,1.2,5.1,1.5,13.0,36.1,49.5,16,27,1
16029,7.490196078431373,4569024832,89186523,42.786072,-111.544273,27.32,43.3,,7.0,263906.0,6887.0,38319.0,21480.0,87826.0,10805.0,7435.0,1088.0,,3808.0,3723.0,17872.019999999997,4776.0,1794.0,,,,,,,,,,,,,,16,29,0
16037,16.974137931034484,12749459838,42391021,44.273351,-114.25226699999999,24.14,39.5,,7.0,166636.0,4096.0,40683.0,7043.0,,,4511.0,2435.0,2207.0,,1889.0,8480.02,,8869.0,,,,,,,,,,,,,,16,37,0
16041,29.708683473389357,1717722680,12152708,42.173609,-111.822965,28.15,46.1,,7.0,438552.0,13406.0,32713.0,17993.0,14952.0,11811.0,19584.0,2133.0,8556.0,,9549.0,30425.02,9065.0,4861.0,,,,,,,,,,,,,,16,41,0
16049,32.68306010928962,21956164502,67396774,45.849644,-115.46733700000001,35.97,43.6,3.3109497784615374,7.0,521240.0,16156.0,32263.0,29377.0,20167.0,6952.0,18396.0,1945.0,5861.0,,10007.0,28352.0,9458.0,7933.0,,,,,,,,,,,,,,16,49,0
16053,13.618090452261304,1546738019,12894616,42.691395,-114.26208600000001,12.36,50.1,,7.0,834109.0,22994.0,36275.0,26340.0,84617.0,,38217.0,4739.0,8687.0,14435.0,19731.0,229932.0,11422.0,9968.0,,,,,,,,,,,,,,16,53,0
16055,24.316239316239315,3205258073,185023363,47.677113,-116.69491799999999,37.3,47.6,4.6007939248633845,7.0,6144687.0,154311.0,39820.0,321724.0,288138.0,119397.0,367829.0,47355.0,190968.0,171876.0,129031.0,47136.0,239361.0,218832.0,66608.0,90.2,81.7,8.5,0.1,1.6,0.9,0.8,6.3,1.0,13.9,39.2,46.0,16,55,0
16057,9.870370370370368,2786468098,2370320,46.81892,-116.730974,34.4,48.2,4.589426792349722,7.0,1489287.0,39196.0,37996.0,41528.0,21367.0,20387.0,65949.0,5997.0,56202.0,,28682.0,9305.02,30747.0,38233.0,,,,,,,,,,,,,,16,57,0
16059,46.9478021978022,11819140606,13957997,44.928506,-113.887042,19.85,40.9,2.689076927038628,7.0,292585.0,7723.0,37885.0,15817.0,4235.0,2180.0,11323.0,836.0,6971.0,,7603.0,7142.02,3778.0,7100.0,,,,,,,,,,,,,,16,59,1
16069,27.393442622950822,2197058283,21356786,46.333791,-116.76090900000001,24.67,50.2,4.267697488534392,7.0,1643956.0,40369.0,40723.0,74236.0,289454.0,31103.0,107008.0,17724.0,40292.0,21724.0,43642.0,4053.02,105644.0,45563.0,,,,,,,,,,,,,,16,69,0
16079,39.89344262295082,6831349358,14151831,47.347694,-115.88509199999999,52.22,44.5,1.8639182576177282,7.0,436624.0,12452.0,35065.0,13794.0,6154.0,,52933.0,2488.0,10706.0,,5307.0,70677.0,6751.0,8937.0,,,,,,,,,,,,,,16,79,1
16083,18.068181818181817,4977343860,18198321,42.352309000000005,-114.66563899999998,14.44,48.7,7.399286573770496,7.0,3000974.0,83514.0,35934.0,100152.0,303460.0,95714.0,184296.0,24949.0,97920.0,101601.0,78113.0,132372.02000000002,105062.0,74006.0,38951.0,93.1,83.6,9.5,0.2,1.7,0.5,0.7,3.8,2.6,15.0,38.4,44.0,16,83,0
16085,17.571839080459768,9492871594,177434181,44.855959999999996,-115.61806100000001,32.83,41.0,,7.0,484179.0,10496.0,46130.0,31207.0,2805.0,,23357.0,5695.0,,4407.0,8529.0,2097.0200000000004,17131.0,34085.0,,,,,,,,,,,,,,16,85,0
17001,37.33644859813084,2214972287,41784365,39.986052,-91.19496099999999,30.93,55.3,,3.0,2810914.0,66578.0,42220.0,112741.0,325402.0,122997.0,164113.0,30364.0,62155.0,84314.0,87488.0,22643.0,150825.0,67086.0,,,,,,,,,,1.7,19.6,43.8,34.8,17,1,0
17019,40.93989071038251,2580239890,5585696,40.13898,-88.196996,39.97,54.2,8.443785123966931,3.0,8926464.0,208419.0,42829.0,302133.0,451700.0,216623.0,893685.0,172916.0,370827.0,175817.0,204034.0,46822.0,376141.0,244072.0,104734.0,77.3,70.6,6.7,7.8,6.7,3.0,1.5,3.8,6.1,29.3,41.6,23.0,17,19,1
17023,39.94088669950739,1298674057,8799466,39.332364,-87.791687,42.42,55.6,3.8166356986301375,3.0,606483.0,15938.0,38053.0,22390.0,90989.0,6876.0,14708.0,1683.0,,5376.0,11298.0,19517.0,10891.0,9684.0,,,,,,,,,,,,,,17,23,1
17031,55.63661202185792,2447516257,1786450196,41.894294,-87.645455,37.21,52.2,5.6157835722021625,3.0,294875826.0,5203499.0,56669.0,9987962.0,16328490.0,12245937.0,9943782.0,7204935.0,37822212.0,11282954.0,9626742.0,107726.0,35253956.0,12583152.0,2503619.0,69.5,61.8,7.7,18.9,4.4,1.1,1.5,4.7,9.9,30.5,36.5,23.0,17,31,1
17043,43.23651452282158,848266724,22849391,41.852058,-88.086038,38.17,51.7,,3.0,61404832.0,929368.0,66072.0,3097982.0,5012367.0,6322043.0,2505824.0,1205189.0,7537974.0,3192003.0,1604290.0,32778.0,5351673.0,1542986.0,482542.0,82.5,76.0,6.5,7.1,1.6,0.5,0.6,7.6,1.3,17.8,47.0,33.8,17,43,1
17049,40.85514018691589,1240027660,3183217,39.047945,-88.592849,43.64,55.8,,3.0,1523708.0,34386.0,44312.0,84490.0,163264.0,74071.0,98601.0,35812.0,,20657.0,61711.0,11976.02,50175.0,68441.0,,,,,,,,,,,,,,17,49,1
17065,40.97543859649123,1125778616,3174312,38.085226,-88.539005,50.29,58.3,,3.0,342940.0,8061.0,42543.0,12309.0,4692.0,6646.0,6035.0,,2354.0,,6744.0,29593.02,8450.0,,,,,,,,,,,,,,,17,65,1
17083,42.40338983050847,956433109,20324168,39.080192,-90.361365,37.08,57.0,,3.0,833025.0,22025.0,37822.0,25001.0,7486.0,8520.0,27259.0,,22947.0,3001.0,15692.0,5004.01,13056.0,14726.0,,,,,,,,,,,,,,17,83,1
17085,34.95428571428572,1556339200,45776828,42.362390999999995,-90.21146999999999,39.39,50.4,,3.0,997708.0,21770.0,45829.0,39956.0,67124.0,19132.0,31814.0,1577.0,,10767.0,27719.0,9459.02,23205.0,42347.0,,,,,,,,,,,,,,17,85,0
17089,38.6731843575419,1347216399,10775726,41.939594,-88.42804,37.48,51.0,,3.0,24566385.0,531715.0,46202.0,1141757.0,2542242.0,1380862.0,750755.0,255398.0,1094403.0,799450.0,577631.0,27640.0,881281.0,661426.0,254992.0,89.9,81.0,8.9,1.9,1.1,0.2,1.7,5.2,1.4,10.9,47.9,39.8,17,89,0
17097,38.54913294797689,1149636500,2394478200,42.326435,-87.436033,33.14,50.7,,3.0,51291371.0,703047.0,72956.0,1761570.0,7927871.0,3509244.0,2575937.0,334235.0,3082408.0,1912720.0,927155.0,9337.02,2435467.0,1291996.0,358734.0,85.0,76.0,9.0,3.9,2.7,0.2,0.7,7.5,1.0,14.5,45.2,39.2,17,97,0
17099,2.9028571428571435,2939990002,33693286,41.343340999999995,-88.885931,40.03,52.4,,3.0,4493789.0,110642.0,40616.0,187694.0,541813.0,129139.0,205219.0,28522.0,79424.0,66695.0,108744.0,121276.0,125709.0,99237.0,49523.0,92.7,85.4,7.3,0.1,1.6,1.0,0.7,4.0,2.8,16.2,44.8,36.2,17,99,0
17111,39.79005524861879,1562336338,19832927,42.324298,-88.45224499999999,32.98,50.4,,3.0,15427535.0,307004.0,50252.0,722795.0,1137944.0,443552.0,542237.0,53988.0,358519.0,382057.0,327686.0,-6122.0,241199.0,252192.0,159605.0,90.5,83.4,7.1,2.1,1.0,0.1,0.5,5.7,0.5,11.2,44.4,43.9,17,111,1
17113,39.96448087431693,3064861163,7562637,40.494559,-88.844539,40.09,54.0,,3.0,7882623.0,172418.0,45718.0,227208.0,233591.0,128719.0,333098.0,51184.0,276778.0,247172.0,227816.0,93087.0,2587274.0,270728.0,91280.0,88.7,81.1,7.7,1.0,4.2,0.6,0.7,4.7,2.9,20.9,44.0,32.2,17,113,1
17115,42.989071038251375,1503973502,13409564,39.860237,-88.961529,35.57,54.7,5.483196527220633,3.0,4742238.0,106550.0,44507.0,257993.0,1115662.0,,187835.0,35734.0,136826.0,,132651.0,26932.02,159446.0,104672.0,45790.0,93.0,84.7,8.3,0.5,2.2,0.0,0.7,3.7,3.0,21.1,43.6,32.3,17,115,1
17117,22.969613259668513,2234949669,12255611,39.2659,-89.926344,38.08,56.1,,3.0,1705731.0,45908.0,37155.0,45163.0,44694.0,59345.0,54582.0,3266.0,,11211.0,35576.0,-4072.98,28636.0,16743.0,,,,,,,,,,,,,,17,117,0
17119,47.90983606557378,1853742063,64302910,38.827082,-89.900195,42.04,57.7,,3.0,11305363.0,265759.0,42540.0,549796.0,932945.0,274676.0,450883.0,48775.0,451309.0,179502.0,366113.0,34698.0,308420.0,273096.0,122551.0,91.9,84.7,7.1,1.4,1.6,0.1,1.1,3.8,1.8,18.0,42.1,38.1,17,119,1
17133,3.881632653061224,997188933,33718659,38.277983,-90.179078,43.53,59.0,5.350702257028113,3.0,1782381.0,34068.0,52318.0,48948.0,23229.0,15020.0,46013.0,17269.0,,13141.0,32821.0,1577.02,62513.0,29413.0,,,,,,,,,,,,,,17,133,0
17143,42.743169398907106,1603693533,29505061,40.785995,-89.76710600000001,36.86,54.0,,3.0,8819746.0,185006.0,47673.0,326542.0,755306.0,261240.0,353145.0,113919.0,1031689.0,344487.0,307363.0,1667.0,473961.0,241059.0,81934.0,89.4,82.5,6.9,2.4,3.3,0.5,0.8,3.7,3.4,25.3,41.2,30.1,17,143,1
17157,39.91525423728814,1490546070,56207428,38.056515000000005,-89.82121,39.03,58.4,,3.0,1113819.0,32621.0,34144.0,42438.0,143775.0,29627.0,51285.0,4333.0,,22490.0,28997.0,1981.02,23192.0,15070.0,,,,,,,,,,,,,,17,157,1
17161,35.7667638483965,1107115476,61715046,41.468404,-90.572203,38.66,52.8,,3.0,6034217.0,144784.0,41677.0,255567.0,663264.0,300570.0,292507.0,68129.0,344611.0,192295.0,163945.0,28316.01,246520.0,160134.0,66443.0,90.5,82.9,7.6,1.9,2.6,0.2,1.7,3.0,3.1,23.1,46.4,27.5,17,161,0
17163,41.92622950819672,1703639689,42092622,38.470197999999996,-89.928546,39.84,58.6,3.720439716417915,3.0,10910034.0,262759.0,41521.0,333186.0,410193.0,,432560.0,70065.0,514756.0,137706.0,307302.0,31651.0,270737.0,272450.0,122910.0,88.8,82.5,6.3,3.8,1.9,0.4,1.2,3.8,5.2,25.0,39.1,30.8,17,163,1
17167,37.862637362637365,2248891492,22577723,39.757258,-89.662032,36.76,55.6,,3.0,8793346.0,197499.0,44523.0,335683.0,215124.0,304041.0,426179.0,147200.0,520565.0,269176.0,363229.0,29726.02,578037.0,240948.0,92109.0,90.9,82.4,8.5,1.3,1.8,0.5,1.2,4.2,2.3,24.9,42.2,30.6,17,167,0
17179,16.524216524216527,1675426062,28621008,40.508074,-89.51626,37.97,54.7,,3.0,5911752.0,134385.0,43991.0,295677.0,1932105.0,183133.0,249359.0,28306.0,116791.0,,144199.0,23062.0,191043.0,177646.0,64185.0,94.7,86.8,7.8,0.3,0.9,0.1,1.2,2.9,1.5,18.3,48.3,32.0,17,179,0
17185,6.351648351648352,578224627,11012015,38.445821,-87.839167,43.71,57.6,,3.0,483532.0,11492.0,42076.0,20895.0,14810.0,8020.0,15381.0,677.0,8291.0,,10326.0,22237.0,9449.0,5994.0,,,,,,,,,,,,,,17,185,0
17197,42.698630136986296,2167651293,31842428,41.448474,-87.97845600000001,40.6,52.4,,3.0,33097580.0,689529.0,48000.0,1438190.0,2033432.0,1782084.0,1073250.0,158387.0,973924.0,717914.0,787643.0,39311.0,639383.0,621879.0,340445.0,89.8,84.0,5.8,3.8,0.9,0.1,1.1,4.4,1.2,11.9,43.6,43.3,17,197,1
17201,37.01977401129943,1329696036,15107670,42.337396000000005,-89.16120500000001,36.64,50.5,3.94781255897436,3.0,11407382.0,285873.0,39904.0,365698.0,1883320.0,367099.0,522504.0,110945.0,282658.0,464993.0,350816.0,4067.0,515059.0,289516.0,129599.0,92.3,81.5,10.8,1.4,1.4,0.2,1.0,3.8,3.2,22.5,46.1,28.2,17,201,0
18003,43.15083798882681,1702454351,6999604,41.091854999999995,-85.07223,35.96,52.4,3.8328737390109855,3.0,15791276.0,370404.0,42633.0,828176.0,2129319.0,676317.0,794085.0,214560.0,607308.0,424822.0,469402.0,53798.0,1021948.0,427642.0,174769.0,93.0,83.6,9.5,0.8,0.9,0.2,0.4,4.6,2.3,21.8,43.3,32.6,18,3,1
18005,41.66120218579235,1053850605,6814131,39.205843,-85.897999,52.13,55.6,,3.0,3857334.0,81402.0,47386.0,134141.0,1722835.0,191525.0,152938.0,27638.0,148527.0,125204.0,82428.0,22882.02,143867.0,92670.0,,,,,,,,,,0.9,24.2,35.0,39.9,18,5,1
18011,44.39226519337015,1095336141,877936,40.050892,-86.469014,41.55,53.3,,3.0,4248760.0,64653.0,65716.0,181881.0,136371.0,,345330.0,27369.0,,76321.0,77099.0,47513.02,95649.0,55245.0,,,,,,,,,,,,,,18,11,1
18013,38.6231884057971,808043861,12025993,39.192864,-86.239728,54.29,55.0,,3.0,634560.0,14912.0,42554.0,19454.0,8709.0,,15254.0,857.0,12574.0,6035.0,13476.0,770.02,3190.01,15942.0,,,,,,,,,,,,,,18,13,0
18015,42.67032967032967,964066240,7227489,40.58498,-86.565141,37.62,53.1,8.129124308743162,3.0,804111.0,19970.0,40266.0,24938.0,,14689.0,15951.0,828.0,7110.0,2511.0,15527.0,53692.02,14141.0,,,,,,,,,,,,,,,18,15,1
18019,44.26027397260274,965626378,9244303,38.476217,-85.711122,46.76,57.5,4.14766663387978,3.0,4760309.0,116031.0,41026.0,211848.0,640876.0,125174.0,343401.0,11190.0,85583.0,159972.0,130018.0,8723.02,228470.0,136532.0,,,,,,,,,,2.3,21.0,41.2,35.5,18,19,1
18027,7.372881355932202,1112370958,19127827,38.694546,-87.07275899999999,51.24,56.5,,3.0,1287135.0,32969.0,39041.0,158966.0,129861.0,30392.0,71836.0,5081.0,26407.0,,33392.0,22317.02,29593.0,16438.0,,,,,,,,,,,,,,18,27,0
18035,39.79565217391304,1015607220,9792807,40.227543,-85.399262,40.9,54.1,,3.0,3982702.0,115603.0,34452.0,120132.0,290886.0,73154.0,220177.0,19271.0,154208.0,91805.0,106697.0,11251.02,167337.0,105778.0,49194.0,88.4,81.4,7.0,1.3,6.3,0.5,0.7,2.8,3.9,25.0,42.5,28.5,18,35,1
18037,35.023622047244096,1106624776,20884565,38.373344,-86.873385,48.1,57.0,4.729748311475407,3.0,2128947.0,42552.0,50032.0,69603.0,682062.0,101870.0,118728.0,11280.0,39735.0,18076.0,53175.0,34534.020000000004,61392.0,33332.0,,,,,,,,,,,,,,18,37,0
18039,42.955307262569825,1199614702,12423390,41.600693,-85.863986,38.55,51.4,,3.0,8500108.0,203781.0,41712.0,275584.0,4462106.0,587094.0,348309.0,29165.0,178052.0,174339.0,260932.0,40957.02,247233.0,169943.0,93723.0,92.1,78.6,13.4,0.6,2.0,1.4,1.4,2.6,3.9,17.5,44.3,34.3,18,39,1
18043,42.330601092896174,383288360,2645487,38.317935999999996,-85.911474,47.9,57.6,4.2562649285714285,3.0,3899358.0,76990.0,50648.0,134736.0,414999.0,88934.0,102232.0,16239.0,107990.0,50494.0,97488.0,-721.98,87880.0,64933.0,,,,,,,,,,0.5,19.3,41.2,39.0,18,43,1
18045,5.457142857142856,1024769250,5734092,40.121237,-87.234872,41.56,53.8,,3.0,618151.0,16486.0,37496.0,11700.0,94413.0,,15973.0,2518.0,4480.0,,15912.0,18819.02,12372.0,6161.0,,,,,,,,,,,,,,18,45,0
18051,8.603825136612022,1262606257,30223914,38.317398,-87.580523,43.18,57.8,3.779631136612025,3.0,1361669.0,33703.0,40402.0,24899.0,744156.0,20576.0,56118.0,2823.0,,113946.0,31896.0,154114.0,21258.0,23170.0,,,,,,,,,,,,,,18,51,0
18055,42.94672131147541,1405093029,8826699,39.047146999999995,-87.00477099999999,50.77,55.6,5.132675516393441,3.0,1177626.0,32211.0,36560.0,32567.0,31025.0,4503.0,28783.0,1626.0,16973.0,8354.0,24447.0,23268.0,15801.0,10332.0,,,,,,,,,,,,,,18,55,1
18057,42.64066852367688,1021224501,21082234,40.053646,-86.021726,45.18,53.7,,3.0,21257409.0,316373.0,67191.0,765798.0,522005.0,973467.0,746068.0,254045.0,1264314.0,781269.0,404331.0,171573.0,2151163.0,417080.0,169312.0,89.9,84.1,5.8,0.1,0.6,0.1,0.4,8.9,1.1,15.1,50.2,33.6,18,57,1
18063,44.06010928961749,1053848884,4881142,39.768963,-86.509908,42.08,53.7,,3.0,7309900.0,160610.0,45513.0,245004.0,268269.0,259737.0,465576.0,8278.0,121679.0,297929.0,195356.0,33915.020000000004,117119.0,198139.0,81283.0,92.4,88.3,4.1,0.0,1.1,0.0,1.4,5.1,0.9,13.7,44.1,41.3,18,63,1
18065,29.94117647058824,1014954779,7655158,39.929590999999995,-85.397363,42.33,53.5,5.91332794459834,3.0,1701770.0,48521.0,35073.0,44849.0,137186.0,31721.0,57895.0,5871.0,12956.0,34976.0,38638.0,9677.02,32230.0,24533.0,,,,,,,,,,,,,,18,65,0
18067,37.71692307692307,758858972,2394185,40.483537,-86.114118,36.72,53.0,,3.0,3187918.0,82568.0,38610.0,81644.0,1212274.0,69817.0,157310.0,14762.0,54041.0,64123.0,94904.0,16459.019999999997,96409.0,86000.0,35910.0,93.1,82.9,10.3,0.0,1.6,0.0,1.6,3.6,3.5,19.5,44.1,32.9,18,67,0
18069,40.9,991054480,13135918,40.826394,-85.478597,40.09,52.4,,3.0,1388844.0,36400.0,38155.0,44054.0,240122.0,,40040.0,23225.0,,19633.0,37464.0,27140.02,39484.0,21291.0,,,,,,,,,,,,,,18,69,1
18071,43.79234972677595,1319119300,11910481,38.911957,-86.042516,51.18,56.1,5.25760564480874,3.0,1771149.0,44013.0,40241.0,51007.0,513879.0,50009.0,78900.0,3079.0,18941.0,52330.0,35042.0,38935.02,37063.0,31584.0,,,,,,,,,,,,,,18,71,1
18081,40.39344262295082,829909420,3525572,39.495986,-86.0946,48.01,54.6,,3.0,6745934.0,151982.0,44386.0,240806.0,390432.0,188400.0,284285.0,21916.0,134198.0,151029.0,168680.0,4200.02,159113.0,155979.0,76871.0,91.9,83.1,8.8,0.6,1.8,0.2,0.5,5.0,1.1,16.0,46.4,36.5,18,81,1
18083,37.977715877437326,1336508529,20760770,38.688390999999996,-87.420354,47.13,56.8,,3.0,1604615.0,37744.0,42513.0,53592.0,115479.0,41017.0,63474.0,6629.0,22066.0,15676.0,40430.0,155963.0,34380.0,29939.0,,,,,,,,,,,,,,18,83,0
18089,44.715846994535525,1292119563,330902305,41.472246999999996,-87.374337,41.2,52.4,6.557977761969903,3.0,19739017.0,485846.0,40628.0,1074425.0,2572362.0,,862658.0,95728.0,476599.0,433463.0,627561.0,7399.0,510412.0,694302.0,215882.0,91.3,82.5,8.8,3.4,1.4,0.2,1.3,2.5,2.0,21.7,42.2,34.0,18,89,1
18091,38.34836065573771,1549659083,38675577,41.549013,-86.744739,42.83,51.6,,3.0,4204339.0,110015.0,38216.0,200162.0,502024.0,92101.0,169158.0,9904.0,66025.0,85387.0,111673.0,30151.02,113117.0,151636.0,47937.0,90.4,82.5,7.9,0.4,2.0,0.2,2.1,5.0,2.1,17.6,41.8,38.4,18,91,0
18095,39.39944134078213,1170457570,2559344,40.166203,-85.722454,42.75,54.0,,3.0,4648594.0,129296.0,35953.0,151266.0,404696.0,,150753.0,23559.0,62908.0,90211.0,123661.0,32553.0,115346.0,133376.0,56855.0,92.3,82.5,9.8,0.0,3.1,0.4,0.8,3.4,1.8,18.6,43.0,36.6,18,95,1
18097,51.4672131147541,1026612130,17179347,39.782976,-86.13579399999999,46.96,54.2,3.8154129105409256,3.0,45416786.0,941229.0,48253.0,2413412.0,6027763.0,2736762.0,2729424.0,,4862837.0,2347503.0,1735411.0,9073.01,8913346.0,2031074.0,454130.0,92.3,84.0,8.3,1.4,1.7,0.5,0.9,3.1,3.3,26.4,43.8,26.5,18,97,1
18105,26.731638418079093,1021811645,43504254,39.160751,-86.523325,51.67,54.9,,3.0,5394351.0,145496.0,37076.0,182606.0,499986.0,117138.0,231473.0,79550.0,258191.0,88415.0,163244.0,17670.0,198215.0,182815.0,71162.0,84.2,74.0,10.3,2.8,8.1,1.3,0.8,2.8,4.5,21.3,40.1,34.2,18,105,0
18109,24.36065573770492,1046324519,14089948,39.482646,-86.447457,45.43,54.5,3.998284879781424,3.0,2817015.0,69698.0,40417.0,183216.0,166177.0,40624.0,76468.0,6582.0,,36242.0,81422.0,37470.0,46777.0,36743.0,33739.0,92.6,83.3,9.3,0.3,2.1,0.0,1.2,3.9,1.3,13.6,39.1,46.0,18,109,0
18123,46.076502732240435,988668629,11817654,38.081436,-86.62654,48.32,57.1,,3.0,678758.0,18966.0,35788.0,17528.0,160881.0,3567.0,20230.0,2614.0,8392.0,,13838.0,7734.0,14544.0,,,,,,,,,,,,,,,18,123,1
18125,4.440771349862259,865686068,17743893,38.397898,-87.23253199999999,47.27,57.1,3.685961725075528,3.0,454844.0,12431.0,36589.0,26753.0,11862.0,,6568.0,1605.0,,5491.0,13684.0,26258.01,,3676.0,,,,,,,,,,,,,,18,125,0
